Sensor.Gene	Sensor.Name	Sensor.Type	Sensor.Pathway	HMDB.ID	Metabolite.Name	Metabolite.Class	Metabolite.Pathway	Long.Range.Channel	Evidences	Sources
SLC3A2	Amino acid transporter heavy chain SLC3A2 (4F2 cell-surface antigen heavy chain) (4F2hc) (4F2 heavy chain antigen) (Lymphocyte activation antigen 4F2 large subunit) (Solute carrier family 3 member 2) (CD antigen CD98)	receptor,transporter	WP4313: Ferroptosis	HMDB0000230	N-Acetylneuraminic acid	Organic oxygen compounds	Amino Sugar Metabolism	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	37771765	MetaChatDB
SLC3A2	Amino acid transporter heavy chain SLC3A2 (4F2 cell-surface antigen heavy chain) (4F2hc) (4F2 heavy chain antigen) (Lymphocyte activation antigen 4F2 large subunit) (Solute carrier family 3 member 2) (CD antigen CD98)	receptor,transporter	WP4313: Ferroptosis	HMDB0000517	L-Arginine	Organic acids and derivatives	Arginine and proline metabolism; Aspartate Metabolism; Glycine, serine and threonine metabolism; Urea Cycle	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	40344476	MetaChatDB
SLC40A1	Ferroportin (Ferroportin-1) (Iron-regulated transporter 1) (Solute carrier family 40 member 1)	transporter	WP4313: Ferroptosis	HMDB0015531	Iron	Homogeneous metal compounds	Arachidonic Acid Metabolism; Galactose Metabolism; Nucleotide Sugars Metabolism; Phenylalanine and Tyrosine Metabolism; Porphyrin Metabolism; Primary bile acid biosynthesis; Purine metabolism; Steroid Biosynthesis; Taurine and Hypotaurine Metabolism; Tyrosine metabolism; Ubiquinone Biosynthesis	Blood,Urine	25209728; 30852438; 27667161; 24644245; 21875943; 20675164; 23506870; 21199650; 33787609; 17181986; 14757427; 15338274; 27773819; 23922661; 29212168; 24121729; 28219768; 28978826; 21175851	Mebocost
SLC43A1	Large neutral amino acids transporter small subunit 3 (L-type amino acid transporter 3) (Prostate cancer overexpressed gene 1 protein) (Solute carrier family 43 member 1)	transporter		HMDB0000187	L-Serine	Organic acids and derivatives	Glycine, serine and threonine metabolism; Methionine Metabolism; Nitrogen metabolism; Selenocompound metabolism; Starch and sucrose metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	Recon2	Mebocost
SLC43A1	Large neutral amino acids transporter small subunit 3 (L-type amino acid transporter 3) (Prostate cancer overexpressed gene 1 protein) (Solute carrier family 43 member 1)	transporter		HMDB0000168	L-Asparagine	Organic acids and derivatives	Aspartate Metabolism; Nitrogen metabolism	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	Recon2	Mebocost
SLC43A1	Large neutral amino acids transporter small subunit 3 (L-type amino acid transporter 3) (Prostate cancer overexpressed gene 1 protein) (Solute carrier family 43 member 1)	transporter		HMDB0000696	L-Methionine	Organic acids and derivatives	Glycine, serine and threonine metabolism; Methionine Metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	Recon2	Mebocost
SLC43A1	Large neutral amino acids transporter small subunit 3 (L-type amino acid transporter 3) (Prostate cancer overexpressed gene 1 protein) (Solute carrier family 43 member 1)	transporter		HMDB0000719	L-Homoserine	Organic acids and derivatives	Methionine Metabolism	Blood,Feces,Urine	Recon2	Mebocost
SLC43A1	Large neutral amino acids transporter small subunit 3 (L-type amino acid transporter 3) (Prostate cancer overexpressed gene 1 protein) (Solute carrier family 43 member 1)	transporter		HMDB0000641	L-Glutamine	Organic acids and derivatives	Amino Sugar Metabolism; Aspartate Metabolism; Glutamate Metabolism; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; Phenylalanine metabolism; Purine metabolism; Pyrimidine metabolism; Urea Cycle	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	Recon2	Mebocost
SLC43A2	Large neutral amino acids transporter small subunit 4 (L-type amino acid transporter 4) (Solute carrier family 43 member 2)	transporter		HMDB0000696	L-Methionine	Organic acids and derivatives	Glycine, serine and threonine metabolism; Methionine Metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	Recon2	Mebocost
SLC43A2	Large neutral amino acids transporter small subunit 4 (L-type amino acid transporter 4) (Solute carrier family 43 member 2)	transporter		HMDB0000574	L-Cysteine	Organic acids and derivatives	Cysteine Metabolism; Glutamate Metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Methionine Metabolism; Pantothenate and CoA Biosynthesis; Taurine and Hypotaurine Metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	Recon2	Mebocost
SLC43A3	Equilibrative nucleobase transporter 1 (Protein FOAP-13) (Solute carrier family 43 member 3)	transporter		HMDB0000034	Adenine	Organoheterocyclic compounds	Purine metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	32339528	MetaChatDB
SLC44A1	Choline transporter-like protein 1 (CDw92) (Solute carrier family 44 member 1) (CD antigen CD92)	transporter		HMDB0000149	Ethanolamine	Organic nitrogen compounds	Phospholipid Biosynthesis	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	33789160	MetaChatDB
SLC44A4	Choline transporter-like protein 4 (Solute carrier family 44 member 4) (Thiamine pyrophosphate transporter 1) (hTPPT1)	transporter		HMDB0001372	Thiamine pyrophosphate	Organoheterocyclic compounds	Citric Acid Cycle; Lysine degradation; Propanoate metabolism; Pyruvate metabolism; Thiamine Metabolism; Valine, leucine and isoleucine degradation	Blood,Cerebrospinal Fluid (CSF)	38713615	MetaChatDB
SLC46A1	Proton-coupled folate transporter (HsPCFT) (hPCFT) (Heme carrier protein 1) (PCFT/HCP1) (Solute carrier family 46 member 1)	transporter		HMDB0003178	Heme		Androgen and Estrogen Metabolism; Arachidonic Acid Metabolism; Arginine and proline metabolism; Caffeine Metabolism; Oxidative phosphorylation; Porphyrin Metabolism; Primary bile acid biosynthesis; Purine metabolism; Retinol Metabolism; Steroid Biosynthesis; Steroidogenesis; Sulfur metabolism; Tryptophan metabolism	Feces,Saliva	Recon2	Mebocost
SLC48A1	Heme transporter HRG1 (Heme-responsive gene 1 protein homolog) (HRG-1) (hHRG-1) (Solute carrier family 48 member 1)	transporter		HMDB0003178	Heme		Androgen and Estrogen Metabolism; Arachidonic Acid Metabolism; Arginine and proline metabolism; Caffeine Metabolism; Oxidative phosphorylation; Porphyrin Metabolism; Primary bile acid biosynthesis; Purine metabolism; Retinol Metabolism; Steroid Biosynthesis; Steroidogenesis; Sulfur metabolism; Tryptophan metabolism	Feces,Saliva	23506900	MetaChatDB
SLC49A4	Solute carrier family 49 member 4 (Disrupted in renal cancer protein 2) (Disrupted in renal carcinoma protein 2)	transporter		HMDB0000239	Pyridoxine	Organoheterocyclic compounds	Vitamin B6 Metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Urine	37963658; 36456177	MetaChatDB
SLC4A1	Band 3 anion transport protein (Anion exchange protein 1) (AE 1) (Anion exchanger 1) (Solute carrier family 4 member 1) (CD antigen CD233)	transporter		HMDB0000595	Hydrogen carbonate	Organic acids and derivatives	Alanine, aspartate and glutamate metabolism; Citric Acid Cycle; Glutamate Metabolism; Glycolysis_Gluconeogenesis; Propanoate metabolism; Pyrimidine metabolism; Pyruvate metabolism; Urea Cycle; Valine, leucine and isoleucine degradation	Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Saliva,Urine	35143116	MetaChatDB
SLC4A1	Band 3 anion transport protein (Anion exchange protein 1) (AE 1) (Anion exchanger 1) (Solute carrier family 4 member 1) (CD antigen CD233)	transporter		HMDB0000492	Chloride ion	Homogeneous non-metal compounds	Starch and sucrose metabolism	Blood,Cerebrospinal Fluid (CSF),Saliva,Sweat,Urine	34584093; 27058983	MetaChatDB
SLC4A2	Anion exchange protein 2 (AE 2) (Anion exchanger 2) (Non-erythroid band 3-like protein) (BND3L) (Solute carrier family 4 member 2)	transporter		HMDB0000492	Chloride ion	Homogeneous non-metal compounds	Starch and sucrose metabolism	Blood,Cerebrospinal Fluid (CSF),Saliva,Sweat,Urine	34279699	MetaChatDB
SLC4A3	Anion exchange protein 3 (AE 3) (Anion exchanger 3) (CAE3/BAE3) (Cardiac/brain band 3-like protein) (Neuronal band 3-like protein) (Solute carrier family 4 member 3)	transporter		HMDB0000595	Hydrogen carbonate	Organic acids and derivatives	Alanine, aspartate and glutamate metabolism; Citric Acid Cycle; Glutamate Metabolism; Glycolysis_Gluconeogenesis; Propanoate metabolism; Pyrimidine metabolism; Pyruvate metabolism; Urea Cycle; Valine, leucine and isoleucine degradation	Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Saliva,Urine	17786210	MetaChatDB
SLC4A3	Anion exchange protein 3 (AE 3) (Anion exchanger 3) (CAE3/BAE3) (Cardiac/brain band 3-like protein) (Neuronal band 3-like protein) (Solute carrier family 4 member 3)	transporter		HMDB0000492	Chloride ion	Homogeneous non-metal compounds	Starch and sucrose metabolism	Blood,Cerebrospinal Fluid (CSF),Saliva,Sweat,Urine	16354689	MetaChatDB
SLC4A4	Electrogenic sodium bicarbonate cotransporter 1 (Sodium bicarbonate cotransporter) (Na(+)/HCO3(-) cotransporter) (Solute carrier family 4 member 4) (kNBC1)	transporter		HMDB0000595	Hydrogen carbonate	Organic acids and derivatives	Alanine, aspartate and glutamate metabolism; Citric Acid Cycle; Glutamate Metabolism; Glycolysis_Gluconeogenesis; Propanoate metabolism; Pyrimidine metabolism; Pyruvate metabolism; Urea Cycle; Valine, leucine and isoleucine degradation	Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Saliva,Urine	35562346	MetalinkDB
SLC4A7	Sodium bicarbonate cotransporter 3 (Electroneutral Na/HCO(3) cotransporter) (Sodium bicarbonate cotransporter 2) (Sodium bicarbonate cotransporter 2b) (Bicarbonate transporter) (Solute carrier family 4 member 7)	transporter	WP4754: IL18 signaling	HMDB0000595	Hydrogen carbonate	Organic acids and derivatives	Alanine, aspartate and glutamate metabolism; Citric Acid Cycle; Glutamate Metabolism; Glycolysis_Gluconeogenesis; Propanoate metabolism; Pyrimidine metabolism; Pyruvate metabolism; Urea Cycle; Valine, leucine and isoleucine degradation	Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Saliva,Urine	29779931	MetalinkDB
SLC4A8	Electroneutral sodium bicarbonate exchanger 1 (Electroneutral Na(+)-driven Cl-HCO3 exchanger) (Solute carrier family 4 member 8) (k-NBC3)	transporter		HMDB0000492	Chloride ion	Homogeneous non-metal compounds	Starch and sucrose metabolism	Blood,Cerebrospinal Fluid (CSF),Saliva,Sweat,Urine	20389022	MetaChatDB
SLC4A8	Electroneutral sodium bicarbonate exchanger 1 (Electroneutral Na(+)-driven Cl-HCO3 exchanger) (Solute carrier family 4 member 8) (k-NBC3)	transporter		HMDB0000595	Hydrogen carbonate	Organic acids and derivatives	Alanine, aspartate and glutamate metabolism; Citric Acid Cycle; Glutamate Metabolism; Glycolysis_Gluconeogenesis; Propanoate metabolism; Pyrimidine metabolism; Pyruvate metabolism; Urea Cycle; Valine, leucine and isoleucine degradation	Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Saliva,Urine	38674160	MetalinkDB
SLC51A	Organic solute transporter subunit alpha (OST-alpha) (Solute carrier family 51 subunit alpha)	transporter		HMDB0000036	Taurocholic acid	Lipids and lipid-like molecules	Primary bile acid biosynthesis	Bile,Blood,Feces,Urine	25641256	MetaChatDB
SLC51B	Organic solute transporter subunit beta (OST-beta) (Solute carrier family 51 subunit beta)	transporter		HMDB0000138	Glycocholic acid	Lipids and lipid-like molecules	Primary bile acid biosynthesis	Blood,Feces,Urine	28898457	MetaChatDB
SLC51B	Organic solute transporter subunit beta (OST-beta) (Solute carrier family 51 subunit beta)	transporter		HMDB0001425	Estrone sulfate	Lipids and lipid-like molecules	Androgen and Estrogen Metabolism; Sulfur metabolism	Blood,Urine	37137894	MetaChatDB
SLC51B	Organic solute transporter subunit beta (OST-beta) (Solute carrier family 51 subunit beta)	transporter		HMDB0000036	Taurocholic acid	Lipids and lipid-like molecules	Primary bile acid biosynthesis	Bile,Blood,Feces,Urine	28898457	MetaChatDB
SLC5A1	Sodium/glucose cotransporter 1 (Na(+)/glucose cotransporter 1) (High affinity sodium-glucose cotransporter) (Solute carrier family 5 member 1)	transporter	WP2884: NRF2 pathway; WP2882: Nuclear receptors meta-pathway	HMDB0000294	Urea	Organic acids and derivatives	Arginine and proline metabolism; D-Arginine and D-Ornithine Metabolism; Urea Cycle	Blood,Breast Milk,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	Recon2	Mebocost
SLC5A1	Sodium/glucose cotransporter 1 (Na(+)/glucose cotransporter 1) (High affinity sodium-glucose cotransporter) (Solute carrier family 5 member 1)	transporter	WP2884: NRF2 pathway; WP2882: Nuclear receptors meta-pathway	HMDB0000122	D-Glucose	Organic oxygen compounds	Galactose Metabolism; Glycolysis_Gluconeogenesis; Starch and sucrose metabolism	Blood,Breast Milk,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	33545159	MetaChatDB
SLC5A1	Sodium/glucose cotransporter 1 (Na(+)/glucose cotransporter 1) (High affinity sodium-glucose cotransporter) (Solute carrier family 5 member 1)	transporter	WP2884: NRF2 pathway; WP2882: Nuclear receptors meta-pathway	HMDB0000143	D-Galactose	Organic oxygen compounds	Galactose Metabolism; Nucleotide Sugars Metabolism; Starch and sucrose metabolism	Blood,Breast Milk,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	33433815	MetaChatDB
SLC5A12	Sodium-coupled monocarboxylate transporter 2 (Electroneutral sodium monocarboxylate cotransporter) (Low-affinity sodium-lactate cotransporter) (Solute carrier family 5 member 12)	transporter	WP2884: NRF2 pathway; WP2882: Nuclear receptors meta-pathway	HMDB0000190	L-Lactic acid	Organic acids and derivatives	Glycolysis_Gluconeogenesis; Pyruvate metabolism	Bile,Blood,Breast Milk,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	26181372	MetaChatDB
SLC5A12	Sodium-coupled monocarboxylate transporter 2 (Electroneutral sodium monocarboxylate cotransporter) (Low-affinity sodium-lactate cotransporter) (Solute carrier family 5 member 12)	transporter	WP2884: NRF2 pathway; WP2882: Nuclear receptors meta-pathway	HMDB0000039	Butyric acid	Lipids and lipid-like molecules	Butyrate Metabolism	Blood,Breast Milk,Breath,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	26854723	MetaChatDB
SLC5A5	Sodium/iodide cotransporter (Na(+)/I(-) cotransporter) (Natrium iodide transporter) (Sodium-iodide symporter) (Na(+)/I(-) symporter) (Solute carrier family 5 member 5)	transporter	WP2884: NRF2 pathway; WP2882: Nuclear receptors meta-pathway; WP4746: Thyroid hormones production and peripheral downstream signaling effects	HMDB0000294	Urea	Organic acids and derivatives	Arginine and proline metabolism; D-Arginine and D-Ornithine Metabolism; Urea Cycle	Blood,Breast Milk,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	Recon2	Mebocost
SLC5A8	Sodium-coupled monocarboxylate transporter 1 (Apical iodide transporter) (Electrogenic sodium monocarboxylate cotransporter) (Sodium iodide-related cotransporter) (Solute carrier family 5 member 8)	transporter	WP2884: NRF2 pathway; WP2882: Nuclear receptors meta-pathway	HMDB0000273	Thymidine	Nucleosides, nucleotides, and analogues	Pyrimidine metabolism	Amniotic Fluid,Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	20601425	MetaChatDB
SLC5A8	Sodium-coupled monocarboxylate transporter 1 (Apical iodide transporter) (Electrogenic sodium monocarboxylate cotransporter) (Sodium iodide-related cotransporter) (Solute carrier family 5 member 8)	transporter	WP2884: NRF2 pathway; WP2882: Nuclear receptors meta-pathway	HMDB0000243	Pyruvic acid	Organic acids and derivatives	Alanine, aspartate and glutamate metabolism; Amino Sugar Metabolism; Citric Acid Cycle; Cysteine Metabolism; Glutamate Metabolism; Glycine, serine and threonine metabolism; Glycolysis_Gluconeogenesis; Nitrogen metabolism; Pyruvate metabolism; Urea Cycle	Blood,Breast Milk,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	17178845	MetaChatDB
SLC5A8	Sodium-coupled monocarboxylate transporter 1 (Apical iodide transporter) (Electrogenic sodium monocarboxylate cotransporter) (Sodium iodide-related cotransporter) (Solute carrier family 5 member 8)	transporter	WP2884: NRF2 pathway; WP2882: Nuclear receptors meta-pathway	HMDB0000190	L-Lactic acid	Organic acids and derivatives	Glycolysis_Gluconeogenesis; Pyruvate metabolism	Bile,Blood,Breast Milk,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	18562324	MetaChatDB
SLC5A8	Sodium-coupled monocarboxylate transporter 1 (Apical iodide transporter) (Electrogenic sodium monocarboxylate cotransporter) (Sodium iodide-related cotransporter) (Solute carrier family 5 member 8)	transporter	WP2884: NRF2 pathway; WP2882: Nuclear receptors meta-pathway	HMDB0012238	Iodide	Homogeneous non-metal compounds		Blood,Urine	Recon2	Mebocost
SLC5A8	Sodium-coupled monocarboxylate transporter 1 (Apical iodide transporter) (Electrogenic sodium monocarboxylate cotransporter) (Sodium iodide-related cotransporter) (Solute carrier family 5 member 8)	transporter	WP2884: NRF2 pathway; WP2882: Nuclear receptors meta-pathway	HMDB0000039	Butyric acid	Lipids and lipid-like molecules	Butyrate Metabolism	Blood,Breast Milk,Breath,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	25984582; 18661192	MetaChatDB
SLC5A8	Sodium-coupled monocarboxylate transporter 1 (Apical iodide transporter) (Electrogenic sodium monocarboxylate cotransporter) (Sodium iodide-related cotransporter) (Solute carrier family 5 member 8)	transporter	WP2884: NRF2 pathway; WP2882: Nuclear receptors meta-pathway	HMDB0000011	3-Hydroxybutyric acid	Organic acids and derivatives	Ketone Body Metabolism	Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	25984582;	MetaChatDB
